HydroType,LC,ID,GroupType
0,10,GHCN_ASN00002026,train
0,10,GHCN_ASN00002028,train
0,10,GHCN_ASN00002031,train
0,10,GHCN_ASN00002033,train
0,13,GHCN_ASN00002038,train
0,10,GHCN_ASN00002041,train
0,10,GHCN_ASN00002042,train
0,10,GHCN_ASN00002047,train
0,10,GHCN_ASN00002048,train
0,10,GHCN_ASN00002050,train
0,10,GHCN_ASN00002052,train
0,10,GHCN_ASN00002053,train
0,13,GHCN_ASN00002056,train
0,7,GHCN_ASN00002061,train
0,10,GHCN_ASN00002062,train
0,10,GHCN_ASN00002064,train
0,10,GHCN_ASN00002069,train
0,7,GHCN_ASN00002075,train
0,10,GHCN_ASN00003005,train
0,7,GHCN_ASN00003006,train
0,10,GHCN_ASN00003007,train
0,10,GHCN_ASN00003008,train
0,10,GHCN_ASN00003010,train
0,10,GHCN_ASN00003011,train
0,10,GHCN_ASN00003012,train
0,7,GHCN_ASN00003013,train
0,10,GHCN_ASN00003015,train
0,10,GHCN_ASN00003016,train
0,7,GHCN_ASN00003018,train
0,10,GHCN_ASN00003019,train
0,10,GHCN_ASN00003020,train
0,10,GHCN_ASN00003021,train
0,10,GHCN_ASN00003023,train
0,7,GHCN_ASN00003024,train
0,17,GHCN_ASN00003025,train
0,10,GHCN_ASN00003026,train
0,10,GHCN_ASN00003027,train
0,10,GHCN_ASN00003029,train
0,10,GHCN_ASN00003030,train
0,10,GHCN_ASN00003031,train
0,10,GHCN_ASN00003033,train
0,10,GHCN_ASN00003039,train
0,10,GHCN_ASN00003048,train
0,10,GHCN_ASN00003051,train
0,10,GHCN_ASN00003056,train
0,10,GHCN_ASN00003062,train
0,10,GHCN_ASN00003066,train
0,10,GHCN_ASN00003069,train
0,17,GHCN_ASN00003072,train
0,6,GHCN_ASN00003074,train
0,10,GHCN_ASN00003078,train
0,7,GHCN_ASN00003079,train
0,6,GHCN_ASN00003082,train
0,10,GHCN_ASN00003084,train
0,7,GHCN_ASN00003093,train
0,10,GHCN_ASN00003100,train
0,7,GHCN_ASN00004001,train
0,7,GHCN_ASN00004003,train
0,7,GHCN_ASN00004005,train
0,7,GHCN_ASN00004007,train
0,7,GHCN_ASN00004008,train
0,7,GHCN_ASN00004009,train
0,7,GHCN_ASN00004010,train
0,7,GHCN_ASN00004011,train
0,7,GHCN_ASN00004013,train
0,7,GHCN_ASN00004014,train
0,7,GHCN_ASN00004018,train
0,7,GHCN_ASN00004020,train
0,7,GHCN_ASN00004021,train
0,10,GHCN_ASN00004024,train
0,7,GHCN_ASN00004025,train
0,7,GHCN_ASN00004027,train
0,7,GHCN_ASN00004030,train
0,10,GHCN_ASN00004031,train
0,7,GHCN_ASN00004036,train
0,7,GHCN_ASN00004037,train
0,7,GHCN_ASN00004040,train
0,7,GHCN_ASN00004042,train
0,7,GHCN_ASN00004043,train
0,7,GHCN_ASN00004045,train
0,7,GHCN_ASN00004047,train
0,10,GHCN_ASN00004054,train
0,7,GHCN_ASN00004057,train
0,7,GHCN_ASN00004074,train
0,7,GHCN_ASN00004079,train
0,10,GHCN_ASN00004082,train
0,7,GHCN_ASN00004084,train
0,10,GHCN_ASN00004089,train
0,7,GHCN_ASN00004092,train
0,7,GHCN_ASN00004093,train
0,7,GHCN_ASN00004096,train
0,10,GHCN_ASN00004097,train
0,7,GHCN_ASN00004098,train
0,7,GHCN_ASN00005002,train
0,7,GHCN_ASN00005003,train
0,7,GHCN_ASN00005004,train
0,7,GHCN_ASN00005008,train
0,7,GHCN_ASN00005009,train
0,7,GHCN_ASN00005010,train
0,7,GHCN_ASN00005013,train
0,7,GHCN_ASN00005015,train
0,10,GHCN_ASN00005016,train
0,7,GHCN_ASN00005018,train
0,7,GHCN_ASN00005021,train
0,7,GHCN_ASN00005022,train
0,7,GHCN_ASN00005023,train
0,7,GHCN_ASN00005024,train
0,7,GHCN_ASN00005025,train
0,7,GHCN_ASN00005028,train
0,7,GHCN_ASN00005030,train
0,10,GHCN_ASN00005031,train
0,7,GHCN_ASN00005033,train
0,7,GHCN_ASN00005034,train
0,7,GHCN_ASN00005036,train
0,7,GHCN_ASN00005037,train
0,7,GHCN_ASN00005045,train
0,7,GHCN_ASN00005048,train
0,7,GHCN_ASN00005051,train
0,7,GHCN_ASN00005052,train
0,10,GHCN_ASN00005053,train
0,7,GHCN_ASN00005055,train
0,7,GHCN_ASN00005058,train
0,7,GHCN_ASN00005064,train
0,7,GHCN_ASN00005067,train
0,7,GHCN_ASN00005068,train
0,7,GHCN_ASN00005072,train
0,7,GHCN_ASN00005074,train
0,7,GHCN_ASN00005076,train
0,7,GHCN_ASN00005082,train
0,10,GHCN_ASN00005083,train
0,10,GHCN_ASN00005084,train
0,7,GHCN_ASN00005086,train
0,7,GHCN_ASN00005089,train
0,7,GHCN_ASN00005093,train
0,10,GHCN_ASN00005094,train
0,7,GHCN_ASN00006000,train
0,7,GHCN_ASN00006001,train
0,7,GHCN_ASN00006002,train
0,10,GHCN_ASN00006003,train
0,7,GHCN_ASN00006004,train
0,7,GHCN_ASN00006006,train
0,17,GHCN_ASN00006012,train
0,7,GHCN_ASN00006013,train
0,7,GHCN_ASN00006015,train
0,7,GHCN_ASN00006019,train
0,7,GHCN_ASN00006021,train
0,7,GHCN_ASN00006025,train
0,7,GHCN_ASN00006029,train
0,7,GHCN_ASN00006030,train
0,7,GHCN_ASN00006031,train
0,7,GHCN_ASN00006032,train
0,7,GHCN_ASN00006033,train
0,6,GHCN_ASN00006035,train
0,7,GHCN_ASN00006036,train
0,7,GHCN_ASN00006039,train
0,7,GHCN_ASN00006041,train
0,7,GHCN_ASN00006042,train
0,7,GHCN_ASN00006043,train
0,7,GHCN_ASN00006046,train
0,7,GHCN_ASN00006047,train
0,7,GHCN_ASN00006048,train
0,7,GHCN_ASN00006050,train
0,7,GHCN_ASN00006051,train
0,7,GHCN_ASN00006052,train
0,7,GHCN_ASN00006054,train
0,7,GHCN_ASN00006055,train
0,10,GHCN_ASN00006056,train
0,7,GHCN_ASN00006057,train
0,7,GHCN_ASN00006058,train
0,7,GHCN_ASN00006060,train
0,7,GHCN_ASN00006068,train
0,7,GHCN_ASN00006069,train
0,7,GHCN_ASN00006072,train
0,7,GHCN_ASN00006079,train
0,7,GHCN_ASN00006080,train
0,7,GHCN_ASN00006087,train
0,7,GHCN_ASN00006090,train
0,7,GHCN_ASN00006095,train
0,7,GHCN_ASN00006100,train
0,7,GHCN_ASN00006101,train
0,7,GHCN_ASN00006103,train
0,7,GHCN_ASN00006106,train
0,7,GHCN_ASN00007000,train
0,7,GHCN_ASN00007002,train
0,7,GHCN_ASN00007008,train
0,7,GHCN_ASN00007009,train
0,7,GHCN_ASN00007010,train
0,7,GHCN_ASN00007012,train
0,7,GHCN_ASN00007018,train
0,7,GHCN_ASN00007020,train
0,7,GHCN_ASN00007021,train
0,7,GHCN_ASN00007023,train
0,7,GHCN_ASN00007025,train
0,7,GHCN_ASN00007026,train
0,7,GHCN_ASN00007030,train
0,7,GHCN_ASN00007031,train
0,7,GHCN_ASN00007032,train
0,7,GHCN_ASN00007033,train
0,7,GHCN_ASN00007035,train
0,7,GHCN_ASN00007036,train
0,7,GHCN_ASN00007038,train
0,7,GHCN_ASN00007039,train
0,7,GHCN_ASN00007040,train
0,7,GHCN_ASN00007041,train
0,7,GHCN_ASN00007043,train
0,7,GHCN_ASN00007046,train
0,7,GHCN_ASN00007048,train
0,7,GHCN_ASN00007049,train
0,7,GHCN_ASN00007050,train
0,7,GHCN_ASN00007052,train
0,7,GHCN_ASN00007054,train
0,7,GHCN_ASN00007056,train
0,7,GHCN_ASN00007057,train
0,7,GHCN_ASN00007060,train
0,7,GHCN_ASN00007061,train
0,7,GHCN_ASN00007062,train
0,7,GHCN_ASN00007063,train
0,7,GHCN_ASN00007067,train
0,7,GHCN_ASN00007069,train
0,7,GHCN_ASN00007070,train
0,7,GHCN_ASN00007071,train
0,7,GHCN_ASN00007079,train
0,7,GHCN_ASN00007081,train
0,7,GHCN_ASN00007082,train
0,7,GHCN_ASN00007083,train
0,7,GHCN_ASN00007084,train
0,7,GHCN_ASN00007085,train
0,7,GHCN_ASN00007087,train
0,7,GHCN_ASN00007088,train
0,7,GHCN_ASN00007092,train
0,7,GHCN_ASN00007093,train
0,7,GHCN_ASN00007095,train
0,6,GHCN_ASN00007098,train
0,7,GHCN_ASN00007099,train
0,7,GHCN_ASN00007100,train
0,7,GHCN_ASN00007106,train
0,7,GHCN_ASN00007107,train
0,7,GHCN_ASN00007108,train
0,6,GHCN_ASN00007110,train
0,7,GHCN_ASN00007111,train
0,7,GHCN_ASN00007119,train
0,7,GHCN_ASN00007123,train
0,7,GHCN_ASN00007130,train
0,7,GHCN_ASN00007137,train
0,7,GHCN_ASN00007146,train
0,7,GHCN_ASN00007150,train
0,7,GHCN_ASN00007151,train
0,7,GHCN_ASN00007152,train
0,7,GHCN_ASN00007153,train
0,7,GHCN_ASN00007156,train
0,7,GHCN_ASN00007160,train
0,7,GHCN_ASN00007161,train
0,7,GHCN_ASN00007164,train
0,7,GHCN_ASN00007168,train
0,7,GHCN_ASN00007169,train
0,7,GHCN_ASN00007178,train
0,7,GHCN_ASN00007180,train
0,7,GHCN_ASN00007186,train
0,7,GHCN_ASN00007191,train
0,7,GHCN_ASN00007194,train
0,7,GHCN_ASN00007196,train
0,7,GHCN_ASN00007199,train
0,7,GHCN_ASN00007200,train
0,7,GHCN_ASN00007201,train
0,10,GHCN_ASN00008000,train
0,10,GHCN_ASN00008001,train
0,10,GHCN_ASN00008002,train
0,12,GHCN_ASN00008003,train
0,12,GHCN_ASN00008005,train
0,12,GHCN_ASN00008006,train
0,10,GHCN_ASN00008007,train
0,12,GHCN_ASN00008009,train
0,17,GHCN_ASN00008011,train
0,12,GHCN_ASN00008012,train
0,10,GHCN_ASN00008013,train
0,10,GHCN_ASN00008015,train
0,10,GHCN_ASN00008017,train
0,10,GHCN_ASN00008018,train
0,10,GHCN_ASN00008019,train
0,10,GHCN_ASN00008020,train
0,10,GHCN_ASN00008021,train
0,6,GHCN_ASN00008023,train
0,10,GHCN_ASN00008026,train
0,10,GHCN_ASN00008027,train
0,12,GHCN_ASN00008029,train
0,10,GHCN_ASN00008032,train
0,10,GHCN_ASN00008033,train
0,10,GHCN_ASN00008034,train
0,12,GHCN_ASN00008036,train
0,12,GHCN_ASN00008037,train
0,10,GHCN_ASN00008039,train
0,10,GHCN_ASN00008041,train
0,10,GHCN_ASN00008042,train
0,10,GHCN_ASN00008043,train
0,10,GHCN_ASN00008044,train
0,12,GHCN_ASN00008046,train
0,10,GHCN_ASN00008048,train
0,12,GHCN_ASN00008051,train
0,12,GHCN_ASN00008054,train
0,12,GHCN_ASN00008058,train
0,12,GHCN_ASN00008059,train
0,12,GHCN_ASN00008061,train
0,12,GHCN_ASN00008066,train
0,10,GHCN_ASN00008068,train
0,12,GHCN_ASN00008070,train
0,10,GHCN_ASN00008073,train
0,10,GHCN_ASN00008076,train
0,10,GHCN_ASN00008080,train
0,10,GHCN_ASN00008081,train
0,12,GHCN_ASN00008084,train
0,12,GHCN_ASN00008086,train
0,10,GHCN_ASN00008091,train
0,10,GHCN_ASN00008092,train
0,7,GHCN_ASN00008093,train
0,12,GHCN_ASN00008097,train
0,12,GHCN_ASN00008098,train
0,12,GHCN_ASN00008099,train
0,12,GHCN_ASN00008101,train
0,12,GHCN_ASN00008102,train
0,10,GHCN_ASN00008108,train
0,10,GHCN_ASN00008111,train
0,12,GHCN_ASN00008115,train
0,12,GHCN_ASN00008117,train
0,12,GHCN_ASN00008118,train
0,7,GHCN_ASN00008119,train
0,10,GHCN_ASN00008120,train
0,10,GHCN_ASN00008121,train
0,12,GHCN_ASN00008122,train
0,12,GHCN_ASN00008123,train
0,10,GHCN_ASN00008124,train
0,12,GHCN_ASN00008125,train
0,12,GHCN_ASN00008126,train
0,10,GHCN_ASN00008130,train
0,10,GHCN_ASN00008134,train
0,12,GHCN_ASN00008136,train
0,12,GHCN_ASN00008138,train
0,10,GHCN_ASN00008140,train
0,12,GHCN_ASN00008142,train
0,12,GHCN_ASN00008144,train
0,10,GHCN_ASN00008145,train
0,12,GHCN_ASN00008150,train
0,12,GHCN_ASN00008151,train
0,12,GHCN_ASN00008154,train
0,10,GHCN_ASN00008155,train
0,12,GHCN_ASN00008159,train
0,12,GHCN_ASN00008167,train
0,12,GHCN_ASN00008171,train
0,10,GHCN_ASN00008173,train
0,12,GHCN_ASN00008176,train
0,12,GHCN_ASN00008177,train
0,12,GHCN_ASN00008180,train
0,12,GHCN_ASN00008181,train
0,12,GHCN_ASN00008215,train
0,12,GHCN_ASN00008223,train
0,7,GHCN_ASN00008225,train
0,12,GHCN_ASN00008228,train
0,10,GHCN_ASN00008229,train
0,12,GHCN_ASN00008230,train
0,12,GHCN_ASN00008231,train
0,12,GHCN_ASN00008232,train
0,10,GHCN_ASN00008235,train
0,12,GHCN_ASN00008237,train
0,6,GHCN_ASN00008257,train
0,12,GHCN_ASN00008258,train
0,12,GHCN_ASN00008261,train
0,12,GHCN_ASN00008265,train
0,7,GHCN_ASN00008266,train
0,12,GHCN_ASN00008267,train
0,10,GHCN_ASN00008268,train
0,12,GHCN_ASN00008269,train
0,10,GHCN_ASN00008272,train
0,12,GHCN_ASN00008277,train
0,12,GHCN_ASN00008278,train
0,12,GHCN_ASN00008279,train
0,12,GHCN_ASN00008281,train
0,12,GHCN_ASN00008284,train
0,12,GHCN_ASN00008286,train
0,12,GHCN_ASN00008287,train
0,12,GHCN_ASN00008289,train
0,10,GHCN_ASN00008293,train
0,10,GHCN_ASN00008294,train
0,12,GHCN_ASN00008297,train
0,12,GHCN_ASN00008298,train
0,12,GHCN_ASN00008300,train
0,10,GHCN_ASN00008305,train
0,10,GHCN_ASN00008307,train
0,10,GHCN_ASN00008308,train
0,8,GHCN_ASN00009000,train
0,13,GHCN_ASN00009001,train
0,10,GHCN_ASN00009002,train
0,10,GHCN_ASN00009003,train
0,9,GHCN_ASN00009004,train
0,12,GHCN_ASN00009006,train
0,9,GHCN_ASN00009008,train
0,10,GHCN_ASN00009009,train
0,10,GHCN_ASN00009011,train
0,13,GHCN_ASN00009012,train
0,10,GHCN_ASN00009013,train
0,13,GHCN_ASN00009017,train
0,2,GHCN_ASN00009019,train
0,8,GHCN_ASN00009020,train
0,10,GHCN_ASN00009026,train
0,10,GHCN_ASN00009027,train
0,10,GHCN_ASN00009028,train
0,12,GHCN_ASN00009032,train
0,13,GHCN_ASN00009034,train
0,13,GHCN_ASN00009035,train
0,13,GHCN_ASN00009036,train
0,12,GHCN_ASN00009037,train
0,10,GHCN_ASN00009038,train
0,8,GHCN_ASN00009039,train
0,10,GHCN_ASN00009041,train
0,12,GHCN_ASN00009042,train
0,8,GHCN_ASN00009044,train
0,9,GHCN_ASN00009045,train
0,12,GHCN_ASN00009046,train
0,12,GHCN_ASN00009047,train
0,13,GHCN_ASN00009049,train
0,8,GHCN_ASN00009050,train
0,8,GHCN_ASN00009051,train
0,10,GHCN_ASN00009053,train
0,12,GHCN_ASN00009055,train
0,13,GHCN_ASN00009056,train
0,10,GHCN_ASN00009057,train
0,9,GHCN_ASN00009058,train
0,9,GHCN_ASN00009060,train
0,17,GHCN_ASN00009061,train
0,8,GHCN_ASN00009062,train
0,10,GHCN_ASN00009063,train
0,16,GHCN_ASN00009064,train
0,9,GHCN_ASN00009065,train
0,10,GHCN_ASN00009067,train
0,13,GHCN_ASN00009068,train
0,13,GHCN_ASN00009070,train
0,12,GHCN_ASN00009072,train
0,2,GHCN_ASN00009073,train
0,13,GHCN_ASN00009106,train
0,8,GHCN_ASN00009109,train
0,8,GHCN_ASN00009113,train
0,17,GHCN_ASN00009114,train
0,9,GHCN_ASN00009117,train
0,13,GHCN_ASN00009119,train
0,13,GHCN_ASN00009120,train
0,13,GHCN_ASN00009127,train
0,13,GHCN_ASN00009129,train
0,10,GHCN_ASN00009130,train
0,10,GHCN_ASN00009131,train
0,8,GHCN_ASN00009133,train
0,9,GHCN_ASN00009134,train
0,9,GHCN_ASN00009135,train
0,12,GHCN_ASN00009137,train
0,13,GHCN_ASN00009140,train
0,13,GHCN_ASN00009146,train
0,10,GHCN_ASN00009147,train
0,8,GHCN_ASN00009148,train
0,13,GHCN_ASN00009150,train
0,13,GHCN_ASN00009151,train
0,12,GHCN_ASN00009152,train
0,9,GHCN_ASN00009162,train
0,10,GHCN_ASN00009163,train
0,11,GHCN_ASN00009164,train
0,8,GHCN_ASN00009166,train
0,10,GHCN_ASN00009167,train
0,8,GHCN_ASN00009170,train
0,8,GHCN_ASN00009173,train
0,10,GHCN_ASN00009177,train
0,12,GHCN_ASN00009179,train
0,10,GHCN_ASN00009180,train
0,13,GHCN_ASN00009183,train
0,13,GHCN_ASN00009186,train
0,13,GHCN_ASN00009191,train
0,10,GHCN_ASN00009193,train
0,10,GHCN_ASN00009194,train
0,8,GHCN_ASN00009198,train
0,9,GHCN_ASN00009199,train
0,8,GHCN_ASN00009202,train
0,8,GHCN_ASN00009208,train
0,8,GHCN_ASN00009209,train
0,8,GHCN_ASN00009212,train
0,8,GHCN_ASN00009213,train
0,8,GHCN_ASN00009216,train
0,12,GHCN_ASN00009219,train
0,9,GHCN_ASN00009220,train
0,9,GHCN_ASN00009221,train
0,8,GHCN_ASN00009222,train
0,13,GHCN_ASN00009223,train
0,2,GHCN_ASN00009226,train
0,9,GHCN_ASN00009228,train
0,8,GHCN_ASN00009230,train
0,10,GHCN_ASN00009232,train
0,8,GHCN_ASN00009233,train
0,12,GHCN_ASN00009234,train
0,8,GHCN_ASN00009239,train
0,8,GHCN_ASN00009241,train
0,10,GHCN_ASN00009242,train
0,10,GHCN_ASN00009244,train
0,2,GHCN_ASN00009245,train
0,9,GHCN_ASN00009249,train
0,11,GHCN_ASN00009256,train
0,10,GHCN_ASN00009263,train
0,8,GHCN_ASN00009502,train
0,2,GHCN_ASN00009508,train
0,8,GHCN_ASN00009510,train
0,10,GHCN_ASN00009512,train
0,10,GHCN_ASN00009513,train
0,13,GHCN_ASN00009514,train
0,10,GHCN_ASN00009516,train
0,10,GHCN_ASN00009517,train
0,9,GHCN_ASN00009521,train
0,5,GHCN_ASN00009523,train
0,8,GHCN_ASN00009524,train
0,12,GHCN_ASN00009525,train
0,2,GHCN_ASN00009528,train
0,2,GHCN_ASN00009529,train
0,12,GHCN_ASN00009533,train
0,10,GHCN_ASN00009534,train
0,10,GHCN_ASN00009535,train
0,8,GHCN_ASN00009537,train
0,13,GHCN_ASN00009541,train
0,10,GHCN_ASN00009543,train
0,8,GHCN_ASN00009545,train
0,2,GHCN_ASN00009546,train
0,8,GHCN_ASN00009547,train
0,4,GHCN_ASN00009550,train
0,12,GHCN_ASN00009553,train
0,9,GHCN_ASN00009554,train
0,10,GHCN_ASN00009556,train
0,9,GHCN_ASN00009557,train
0,2,GHCN_ASN00009558,train
0,8,GHCN_ASN00009560,train
0,9,GHCN_ASN00009562,train
0,10,GHCN_ASN00009564,train
0,10,GHCN_ASN00009565,train
0,8,GHCN_ASN00009566,train
0,2,GHCN_ASN00009568,train
0,13,GHCN_ASN00009569,train
0,8,GHCN_ASN00009571,train
0,13,GHCN_ASN00009572,train
0,8,GHCN_ASN00009575,train
0,4,GHCN_ASN00009577,train
0,8,GHCN_ASN00009580,train
0,9,GHCN_ASN00009582,train
0,2,GHCN_ASN00009583,train
0,10,GHCN_ASN00009588,train
0,10,GHCN_ASN00009591,train
0,5,GHCN_ASN00009593,train
0,8,GHCN_ASN00009595,train
0,10,GHCN_ASN00009596,train
0,9,GHCN_ASN00009597,train
0,12,GHCN_ASN00009598,train
0,10,GHCN_ASN00009601,train
0,2,GHCN_ASN00009602,train
0,9,GHCN_ASN00009604,train
0,2,GHCN_ASN00009606,train
0,10,GHCN_ASN00009608,train
0,8,GHCN_ASN00009609,train
0,2,GHCN_ASN00009612,train
0,10,GHCN_ASN00009616,train
0,10,GHCN_ASN00009622,train
0,12,GHCN_ASN00009623,train
0,10,GHCN_ASN00009624,train
0,8,GHCN_ASN00009627,train
0,12,GHCN_ASN00009630,train
0,10,GHCN_ASN00009631,train
0,2,GHCN_ASN00009632,train
0,10,GHCN_ASN00009634,train
0,10,GHCN_ASN00009637,train
0,10,GHCN_ASN00009642,train
0,8,GHCN_ASN00009643,train
0,10,GHCN_ASN00009652,train
0,8,GHCN_ASN00009653,train
0,10,GHCN_ASN00009655,train
0,8,GHCN_ASN00009656,train
0,10,GHCN_ASN00009657,train
0,2,GHCN_ASN00009658,train
0,5,GHCN_ASN00009660,train
0,8,GHCN_ASN00009661,train
0,2,GHCN_ASN00009664,train
0,10,GHCN_ASN00009665,train
0,10,GHCN_ASN00009666,train
0,12,GHCN_ASN00009668,train
0,10,GHCN_ASN00009669,train
0,10,GHCN_ASN00009670,train
0,10,GHCN_ASN00009672,train
0,10,GHCN_ASN00009674,train
0,8,GHCN_ASN00009675,train
0,8,GHCN_ASN00009676,train
0,17,GHCN_ASN00009677,train
0,12,GHCN_ASN00009679,train
0,8,GHCN_ASN00009680,train
0,12,GHCN_ASN00009695,train
0,10,GHCN_ASN00009705,train
0,10,GHCN_ASN00009715,train
0,10,GHCN_ASN00009729,train
0,10,GHCN_ASN00009740,train
0,8,GHCN_ASN00009741,train
0,8,GHCN_ASN00009742,train
0,8,GHCN_ASN00009743,train
0,8,GHCN_ASN00009744,train
0,8,GHCN_ASN00009747,train
0,10,GHCN_ASN00009749,train
0,11,GHCN_ASN00009751,train
0,8,GHCN_ASN00009752,train
0,8,GHCN_ASN00009765,train
0,11,GHCN_ASN00009766,train
0,8,GHCN_ASN00009767,train
